,0
0,1
1,18
2,18
3,4
4,3
5,1
6,17
7,9
8,10
9,37
10,10
11,23
12,8
13,28
14,9
15,28
16,18
17,37
18,11
19,31
20,1
21,35
22,33
23,5
24,8
25,3
26,11
27,20
28,23
29,9
30,5
31,7
32,32
33,12
34,22
35,4
36,9
37,1
38,1
39,40
40,3
41,8
42,34
43,9
44,5
45,15
46,20
47,30
48,12
49,26
50,10
51,25
52,33
53,8
54,17
55,35
56,8
57,18
58,38
59,7
60,10
61,5
62,17
63,19
64,10
65,10
66,3
67,1
68,7
69,34
70,7
71,12
72,1
73,37
74,7
75,10
76,35
77,5
78,38
79,31
80,34
81,38
82,10
83,42
84,26
85,29
86,25
87,3
88,21
89,3
90,1
91,24
92,1
93,2
94,25
95,25
96,3
97,37
98,10
99,1
100,4
101,10
102,11
103,11
104,11
105,25
106,38
107,2
108,30
109,16
110,18
111,13
112,12
113,6
114,35
115,38
116,12
117,4
118,3
119,24
120,40
121,27
122,11
123,38
124,3
125,7
126,12
127,35
128,18
129,12
130,9
131,10
132,24
133,13
134,10
135,38
136,10
137,11
138,12
139,10
140,24
141,2
142,1
143,17
144,23
145,17
146,25
147,17
148,13
149,12
150,1
151,25
152,26
153,1
154,1
155,1
156,4
157,4
158,11
159,2
160,34
161,10
162,15
163,16
164,34
165,38
166,12
167,12
168,10
169,15
170,17
171,1
172,8
173,7
174,9
175,13
176,28
177,14
178,41
179,24
180,7
181,26
182,11
183,25
184,8
185,8
186,0
187,10
188,31
189,18
190,13
191,36
192,13
193,23
194,6
195,2
196,8
197,33
198,3
199,4
200,12
201,13
202,12
203,5
204,2
205,13
206,2
207,22
208,7
209,18
210,7
211,2
212,19
213,28
214,28
215,4
216,31
217,38
218,24
219,1
220,2
221,18
222,4
223,13
224,38
225,13
226,1
227,9
228,3
229,1
230,10
231,29
232,11
233,7
234,4
235,21
236,12
237,13
238,5
239,12
240,21
241,38
242,13
243,33
244,11
245,13
246,25
247,5
248,9
249,12
250,17
251,2
252,6
253,15
254,9
255,1
256,25
257,38
258,13
259,35
260,12
261,18
262,1
263,2
264,0
265,38
266,24
267,2
268,24
269,1
270,18
271,4
272,3
273,10
274,3
275,14
276,7
277,38
278,5
279,6
280,7
281,2
282,32
283,41
284,11
285,4
286,16
287,10
288,10
289,5
290,20
291,16
292,12
293,12
294,2
295,39
296,8
297,35
298,4
299,3
300,9
301,13
302,23
303,12
304,23
305,12
306,3
307,18
308,7
309,3
310,1
311,36
312,13
313,4
314,37
315,1
316,10
317,6
318,13
319,9
320,13
321,18
322,1
323,11
324,15
325,7
326,1
327,30
328,37
329,11
330,15
331,20
332,18
333,35
334,14
335,22
336,34
337,1
338,5
339,13
340,14
341,10
342,14
343,11
344,9
345,5
346,31
347,25
348,31
349,12
350,12
351,2
352,11
353,30
354,2
355,12
356,12
357,10
358,18
359,13
360,17
361,28
362,25
363,25
364,12
365,31
366,1
367,11
368,26
369,35
370,23
371,7
372,37
373,28
374,7
375,16
376,12
377,4
378,18
379,3
380,28
381,2
382,3
383,16
384,11
385,1
386,2
387,38
388,13
389,3
390,12
391,38
392,25
393,35
394,21
395,11
396,1
397,14
398,38
399,34
400,1
401,18
402,13
403,3
404,10
405,2
406,10
407,28
408,10
409,38
410,9
411,10
412,1
413,13
414,13
415,1
416,9
417,10
418,12
419,38
420,27
421,10
422,40
423,4
424,12
425,9
426,34
427,32
428,13
429,27
430,12
431,33
432,7
433,34
434,35
435,11
436,28
437,5
438,31
439,26
440,9
441,16
442,4
443,11
444,4
445,8
446,12
447,2
448,17
449,21
450,38
451,38
452,19
453,23
454,17
455,15
456,25
457,4
458,30
459,15
460,1
461,2
462,28
463,10
464,27
465,20
466,25
467,38
468,13
469,10
470,25
471,24
472,23
473,38
474,19
475,12
476,34
477,5
478,31
479,14
480,5
481,6
482,15
483,5
484,9
485,29
486,7
487,13
488,38
489,12
490,4
491,11
492,35
493,13
494,27
495,1
496,12
497,23
498,18
499,12
500,3
501,9
502,13
503,9
504,9
505,7
506,4
507,34
508,14
509,13
510,21
511,1
512,25
513,4
514,4
515,35
516,13
517,12
518,40
519,6
520,27
521,18
522,12
523,13
524,17
525,8
526,25
527,39
528,33
529,35
530,11
531,15
532,4
533,1
534,5
535,30
536,12
537,13
538,11
539,23
540,7
541,26
542,10
543,41
544,12
545,4
546,1
547,38
548,14
549,5
550,35
551,1
552,3
553,14
554,38
555,2
556,25
557,12
558,41
559,29
560,2
561,12
562,25
563,13
564,17
565,1
566,11
567,8
568,1
569,38
570,4
571,30
572,1
573,39
574,40
575,12
576,30
577,11
578,25
579,12
580,4
581,1
582,2
583,9
584,18
585,17
586,8
587,5
588,4
589,7
590,3
591,35
592,2
593,5
594,16
595,25
596,5
597,37
598,14
599,12
600,18
601,1
602,24
603,17
604,4
605,1
606,28
607,2
608,34
609,12
610,27
611,3
612,13
613,38
614,30
615,8
616,4
617,23
618,30
619,37
620,39
621,36
622,8
623,38
624,38
625,38
626,7
627,3
628,11
629,33
630,12
631,23
632,17
633,31
634,23
635,28
636,10
637,36
638,23
639,13
640,33
641,4
642,12
643,13
644,25
645,4
646,34
647,2
648,42
649,16
650,8
651,4
652,8
653,12
654,31
655,12
656,2
657,17
658,23
659,3
660,25
661,8
662,4
663,42
664,7
665,5
666,28
667,5
668,18
669,35
670,4
671,29
672,40
673,10
674,13
675,3
676,8
677,14
678,14
679,38
680,1
681,35
682,17
683,7
684,34
685,25
686,13
687,5
688,3
689,40
690,5
691,26
692,8
693,4
694,11
695,5
696,1
697,18
698,7
699,9
700,10
701,1
702,9
703,3
704,11
705,12
706,18
707,34
708,10
709,17
710,1
711,25
712,18
713,33
714,17
715,3
716,35
717,5
718,5
719,11
720,18
721,32
722,6
723,34
724,10
725,31
726,11
727,9
728,10
729,16
730,6
731,10
732,2
733,1
734,4
735,35
736,38
737,1
738,6
739,31
740,5
741,5
742,1
743,1
744,27
745,8
746,26
747,2
748,11
749,3
750,12
751,7
752,14
753,24
754,2
755,14
756,12
757,10
758,18
759,4
760,4
761,15
762,31
763,8
764,33
765,11
766,38
767,33
768,5
769,22
770,15
771,2
772,2
773,13
774,2
775,38
776,32
777,10
778,14
779,4
780,38
781,16
782,11
